82604	17:45:42	121.799	31.1531	40	90	0	17:56:52	121.7821	31.1841	5.378321197
87682	10:52:35	121.8001	31.152	0	22	0	11:03:35	121.7823	31.1838	5.543794014
87316	12:15:25	121.8	31.1521	22	67	0	12:26:15	121.7646	31.1971	8.528695147
35410	19:46:19	121.769	31.1595	0	22	0	19:57:01	121.711	31.1625	7.817795348
86323	12:29:40	121.7905	31.1725	102	67	0	12:40:17	121.7761	31.1883	3.15015896
86307	10:22:32	121.7993	31.1526	22	90	0	10:33:03	121.7493	31.199	9.922940169
20156	12:13:02	121.7903	31.1728	74	67	0	12:23:30	121.7868	31.1781	0.957131249
87637	12:51:44	121.801	31.1516	28	67	0	13:01:39	121.7875	31.1753	4.145426539
84303	21:02:12	121.8005	31.15	0	135	0	21:12:01	121.4861	31.2368	44.43391784
81454	7:57:13	121.7846	31.1741	46	135	0	8:06:46	121.3665	31.251	57.50760842
54221	16:04:49	121.7991	31.153	0	67	0	16:14:16	121.7665	31.1941	7.809756894
5194	7:20:16	121.7913	31.1711	66	67	0	7:29:14	121.7825	31.1836	2.294345791
84169	10:41:36	121.802	31.1508	0	157	0	10:50:14	121.7371	31.1883	10.53548979
84303	22:53:34	121.7856	31.1745	36	112	0	23:01:49	121.4751	31.2106	42.14593897
87286	16:16:37	121.7918	31.1703	72	67	0	16:24:43	121.7868	31.178	1.384970742
83843	9:53:09	121.7983	31.1533	0	0	0	10:01:00	121.7653	31.191	7.405705012
84257	13:35:54	121.788	31.1743	46	67	0	13:43:26	121.7588	31.1671	4.088147656
84520	1:04:37	121.769	31.1595	0	45	0	1:11:50	121.7411	31.1795	4.896609271
56503	12:18:31	121.7908	31.1718	66	67	0	12:25:37	121.7855	31.18	1.473288256
56503	7:06:12	121.766	31.1686	96	45	0	7:13:10	121.7695	31.1756	1.197094512
85244	14:25:55	121.7981	31.153	0	135	0	14:32:25	121.78	31.186	5.731553008
3701	10:23:09	121.7988	31.1535	24	90	0	10:29:21	121.7846	31.181	4.72704958
