87226.00	2007-02-20	07:57:41	121.80	31.15	.00	135.00	1.00	08:06:50	121.68	31.17	16.02	0:09:09	47.67
87226.00	2007-02-20	18:10:57	121.80	31.15	.00	135.00	1.00	18:45:31	121.43	31.17	50.04	0:34:34	170.14
87229.00	2007-02-20	12:25:33	121.80	31.15	.00	112.00	1.00	12:52:59	121.48	31.18	43.48	0:27:26	146.53
87231.00	2007-02-20	16:41:49	121.80	31.15	.00	112.00	1.00	18:06:10	120.95	31.42	122.42	1:24:21	430.71
87286.00	2007-02-20	15:58:02	121.79	31.17	92.00	157.00	1.00	16:05:09	121.77	31.21	8.15	0:07:07	26.88
87286.00	2007-02-20	16:22:41	121.80	31.16	72.00	.00	1.00	16:53:11	121.59	31.26	32.51	0:30:30	107.04
87304.00	2007-02-20	21:42:18	121.80	31.15	.00	112.00	1.00	21:52:27	121.67	31.16	17.51	0:10:09	53.04
87501.00	2007-02-20	06:51:14	121.79	31.17	66.00	67.00	1.00	06:54:17	121.80	31.15	3.52	0:03:03	15.30
87501.00	2007-02-20	11:33:03	121.80	31.15	.00	135.00	1.00	12:10:46	121.48	31.24	45.28	0:37:43	153.01
87635.00	2007-02-20	16:40:08	121.80	31.15	.00	135.00	1.00	17:13:40	121.39	31.12	56.07	0:33:32	191.85
87637.00	2007-02-20	11:28:07	121.80	31.15	.00	157.00	1.00	11:57:36	121.59	31.25	32.53	0:29:29	107.11
87637.00	2007-02-20	12:58:36	121.79	31.16	10.00	135.00	1.00	13:05:43	121.78	31.18	2.79	0:07:07	14.00
87637.00	2007-02-20	17:10:01	121.80	31.15	.00	112.00	1.00	17:43:34	121.52	31.06	40.21	0:33:33	134.76
87663.00	2007-02-20	18:28:57	121.80	31.15	54.00	.00	1.00	18:42:09	121.74	31.19	10.48	0:13:12	32.70
87682.00	2007-02-20	10:58:38	121.80	31.15	46.00	67.00	1.00	11:04:36	121.78	31.19	7.58	0:05:58	25.45
87682.00	2007-02-20	15:58:23	121.79	31.16	14.00	112.00	1.00	16:08:33	121.75	31.16	5.69	0:10:10	20.73
87740.00	2007-02-20	13:52:01	121.80	31.15	.00	135.00	1.00	14:08:17	121.54	31.14	34.77	0:16:16	115.17
88343.00	2007-02-20	19:10:21	121.80	31.15	.00	135.00	1.00	19:41:39	121.35	31.18	60.23	0:31:18	206.83
88374.00	2007-02-20	17:47:43	121.80	31.15	.00	112.00	1.00	18:24:18	121.57	31.24	34.02	0:36:35	112.47
88697.00	2007-02-20	11:07:35	121.80	31.15	.00	135.00	1.00	11:42:09	121.45	31.25	49.65	0:34:34	168.74
88932.00	2007-02-20	12:58:43	121.80	31.15	.00	135.00	1.00	13:37:11	121.43	31.25	52.48	0:38:28	178.93
88932.00	2007-02-20	19:00:22	121.80	31.15	.00	135.00	1.00	19:33:56	121.48	31.23	44.87	0:33:34	151.53
89256.00	2007-02-20	15:04:36	121.80	31.15	.00	135.00	1.00	15:42:13	121.43	31.15	50.15	0:37:37	170.54
89284.00	2007-02-20	17:47:10	121.80	31.15	.00	135.00	1.00	18:22:45	121.34	31.15	61.59	0:35:35	211.72
89291.00	2007-02-20	11:13:36	121.80	31.16	90.00	157.00	1.00	11:28:50	121.67	31.20	17.70	0:15:14	53.72
89291.00	2007-02-20	11:57:09	121.80	31.15	.00	22.00	1.00	12:34:46	121.47	31.23	46.02	0:37:37	155.67
89439.00	2007-02-20	11:31:33	121.80	31.15	.00	90.00	1.00	12:09:10	121.52	31.23	39.42	0:37:37	131.91
89445.00	2007-02-20	20:12:54	121.80	31.15	.00	135.00	1.00	20:42:23	121.53	31.23	38.45	0:29:29	128.42
89510.00	2007-02-20	22:15:03	121.80	31.15	.00	135.00	1.00	23:00:44	121.35	31.26	62.82	0:45:41	216.15
