115.58	45.733333333333334
100.33	33.55
112.85	39.63333333333333
63.14	19.3
104.87	35.583333333333336
90.46	40.666666666666664
78.16	36.6
82.67	27.45
71.9	31.516666666666666
107.03	41.983333333333334
99.03	39.65
72.89	27.45
112.7	42.7
122.93	2.8666666666666667
122.53	45.733333333333334
108.27	36.61666666666667
11.0	1.0166666666666666
44.52	30.783333333333335
110.37	44.8
11.74	2.033333333333333
114.05	17.483333333333334
87.31	20.316666666666666
11.0	3.05
11.0	3.033333333333333
18.98	6.1
11.0	5.083333333333333
11.0	4.716666666666667
11.0	5.066666666666666
11.0	2.033333333333333
11.0	1.0166666666666666
11.0	4.066666666666666
15.22	8.133333333333333
43.28	10.166666666666666
91.41	35.583333333333336
38.89	13.216666666666667
31.56	8.116666666666667
110.5	38.63333333333333
94.6	35.56666666666667
87.63	36.85
133.01	44.53333333333333
104.58	52.86666666666667
101.95	36.583333333333336
75.89	23.383333333333333
11.0	13.2
108.92	30.483333333333334
11.0	3.066666666666667
29.21	7.133333333333334
11.13	3.05
111.02	35.56666666666667
11.0	1.0
84.86	30.5
11.0	1.0
92.98	19.316666666666666
26.02	7.116666666666666
17.83	10.166666666666666
114.59	43.71666666666667
116.42	30.2
106.72	49.833333333333336
109.62	20.183333333333334
102.01	38.61666666666667
79.33	81.31666666666666
108.82	38.416666666666664
36.79	10.166666666666666
19.57	5.083333333333333
50.08	12.183333333333334
72.59	17.283333333333335
82.65	31.483333333333334
106.4	32.483333333333334
123.98	43.71666666666667
87.17	30.133333333333333
107.66	38.61666666666667
11.0	4.066666666666666
119.53	40.53333333333333
129.59	48.8
98.3	34.56666666666667
11.21	2.033333333333333
51.76	17.283333333333335
11.0	3.05
29.29	9.15
108.73	43.71666666666667
75.72	23.166666666666668
29.56	19.783333333333335
37.99	12.183333333333334
119.99	40.516666666666666
118.06	51.2
11.61	7.116666666666666
11.0	2.4833333333333334
48.07	14.233333333333333
119.91	39.43333333333333
101.41	38.61666666666667
123.04	45.71666666666667
19.02	10.316666666666666
11.0	4.066666666666666
37.15	16.266666666666666
11.0	3.033333333333333
193.39	57.95
107.71	0.35
110.69	32.516666666666666
109.13	36.583333333333336
11.0	1.95
117.74	34.56666666666667
94.62	26.416666666666668
15.89	25.416666666666668
11.0	9.116666666666667
11.0	2.05
11.0	3.05
54.47	24.4
113.67	35.55
117.13	22.383333333333333
120.91	37.61666666666667
63.08	19.3
118.52	36.95
14.32	117.4
11.0	7.116666666666666
13.46	6.1
110.73	35.583333333333336
133.54	50.43333333333333
13.88	6.916666666666667
11.0	1.0166666666666666
11.0	1.0166666666666666
88.24	32.516666666666666
11.0	2.0166666666666666
113.04	36.6
102.35	95.36666666666666
34.08	9.133333333333333
99.26	34.266666666666666
38.34	9.15
109.78	34.56666666666667
96.01	27.433333333333334
261.78	84.35
21.82	7.116666666666666
72.97	30.5
41.47	10.15
12.09	3.05
99.79	37.71666666666667
122.45	33.53333333333333
73.01	29.483333333333334
11.0	7.116666666666666
89.14	33.55
96.49	26.45
26.71	13.2
11.0	1.9666666666666666
20.62	5.966666666666667
16.65	10.166666666666666
11.0	1.0
77.72	16.266666666666666
131.18	31.3
76.14	36.583333333333336
108.97	34.56666666666667
30.57	14.2
114.91	38.46666666666667
98.93	33.56666666666667
110.02	37.61666666666667
134.04	35.583333333333336
41.87	15.233333333333333
101.34	37.61666666666667
87.48	37.61666666666667
85.45	29.483333333333334
136.62	45.68333333333333
