22380	194
28560	237
12720	253
22740	143
26700	174
30660	34
32040	11
34680	146
33720	221
31140	101
28380	93
34200	158
30240	158
33360	151
30840	152
31920	127
30060	97
29280	142
32340	104
36300	121
34380	108
33600	167
34500	120
36840	161
33000	19
37380	108
39240	85
38700	147
38820	153
39480	137
36000	130
34080	155
32460	165
39840	135
37440	37
38160	143
47160	26
41160	101
34920	7
36600	102
42600	127
37560	142
39900	154
45060	188
40800	3
55140	95
42960	158
50580	4
43740	153
57360	222
53460	4
43440	145
54000	208
10320	137
45300	109
68160	33
41700	101
70800	27
45540	3
48720	138
44400	107
67500	186
46860	96
47460	153
45420	173
63840	120
45240	150
50040	64
59700	5
47700	115
53340	158
50580	13
47160	75
51360	155
52740	141
67200	40
54180	5
47280	142
60000	46
49740	189
19680	33
63660	78
53700	137
50820	80
57180	129
55980	13
55020	142
53940	57
9240	134
55860	3
56340	15
49440	173
61200	9
56640	76
58320	220
58440	147
55620	127
58080	42
64800	93
65340	0
69360	12
57600	110
56760	135
59940	63
84360	133
55560	145
61140	9
60420	181
61500	39
60720	132
26400	49
56880	202
62040	119
58260	74
60360	103
59040	136
64020	118
60480	161
63840	133
62940	102
72720	13
62640	142
63660	26
64320	152
61200	89
69600	40
75120	3
67200	35
66660	168
64740	229
82380	20
67080	40
64620	49
68520	121
76860	0
65520	95
65460	38
33360	43
67620	157
72420	22
69720	172
69480	156
69840	136
68100	136
81540	94
66900	9
65160	114
72720	231
79620	49
78600	55
72720	86
73140	154
69180	147
68520	131
25320	36
78360	50
72120	90
72600	111
70680	48
85320	14
72480	140
72000	14
69120	129
39180	51
74820	80
76380	104
80820	8
3120	0
86220	1
70020	107
1980	83
75120	124
74520	133
73680	69
74820	79
75240	107
33180	124
78540	134
75000	82
76860	16
78360	64
77880	136
77880	79
78840	135
79020	136
81180	146
81000	85
80220	127
78240	80
82800	129
82200	125
78600	90
79620	76
84960	77
5640	41
17580	212
84060	112
54960	55
85620	87
83940	111
0	184
86220	1
86220	54
4620	69
85320	100
85440	256
80760	119
1800	1
19380	168
2280	9
15300	199
62100	28
3540	218
4380	128
18300	8
20820	130
22740	114
20520	53
20700	164
27840	50
31800	78
24540	111
16020	45
29880	92
27600	118
27720	22
19500	137
25260	7
29760	20
34980	182
30960	159
29220	102
34800	112
30840	125
35700	131
32820	174
29700	119
29400	135
35280	132
33840	106
32040	122
34800	104
29520	129
35520	102
35220	116
37200	130
36840	117
34380	99
37080	144
35100	105
38220	139
38940	76
38220	126
35940	137
33120	92
37980	141
39180	122
38400	24
34500	194
37080	105
37680	141
36060	9
38640	105
38400	39
39420	129
64500	100
41400	164
39600	174
38520	152
40920	83
43380	97
50220	22
37680	94
43020	139
41700	16
42120	132
54360	92
55620	20
42660	107
42240	211
41640	66
65880	0
53100	13
45840	2
42420	171
46620	90
45000	111
45180	146
53040	32
69720	37
68760	27
45600	101
60840	35
45360	143
60780	126
59040	17
48000	93
44820	76
49140	9
51240	149
51060	101
55620	47
48840	144
53400	148
15540	187
51120	59
48960	199
51540	164
53100	145
51480	171
61020	53
53580	99
55080	19
56940	140
54960	143
64320	51
65340	3
54540	147
67380	13
49320	132
59040	80
56760	107
52620	147
55680	172
56640	135
57960	29
57720	131
56400	86
58260	56
55440	109
60120	15
26700	40
61080	66
59460	74
61260	28
56460	183
57840	86
28680	38
59400	21
63480	123
73020	13
65880	101
68940	35
70380	31
63060	115
72120	14
30780	136
79140	44
77400	101
66000	159
66540	94
68640	84
73620	8
68880	130
66660	146
63240	144
75120	10
75120	12
67860	155
61740	189
69240	126
80400	204
68160	110
67080	167
62760	143
67620	44
64680	91
64320	70
68280	126
66300	54
76440	1
69540	152
70200	151
66660	134
66960	7
68280	234
67500	139
69420	115
68940	82
70920	163
84300	0
79500	8
66240	99
74160	7
80880	6
70380	102
71760	164
36180	48
80520	24
67740	3
83880	56
77940	104
76800	85
72120	120
77160	104
74580	121
75120	123
74640	98
76020	86
75960	103
74340	132
76020	101
77520	186
76440	23
43500	181
82680	94
81540	152
81420	89
80880	123
2280	0
79080	84
36060	19
77640	108
81300	161
79140	101
80820	143
84960	107
83880	42
84060	160
17820	214
82320	9
80280	102
79500	94
2460	87
22620	232
51180	23
55500	45
85140	71
55740	45
2220	71
960	103
3120	4
7980	3
2700	112
80280	50
2280	11
16140	20
15240	123
4560	24
4020	178
4320	111
19740	121
58020	121
17400	6
50760	202
22740	102
7980	116
75540	125
28860	192
19380	52
22080	147
14880	45
28980	7
26820	8
27060	126
23940	16
29400	19
26880	115
42540	141
26940	96
34200	154
34860	114
30120	151
34560	136
33780	134
29700	133
37140	158
31980	72
33660	170
32460	133
35760	112
30660	115
35820	82
36240	158
35280	165
34980	100
34440	128
31680	154
35280	161
35040	157
34260	157
32640	24
34320	158
37740	163
35940	121
35880	111
38520	151
38040	24
40860	7
37260	82
35640	152
40500	149
36480	89
37920	44
38220	63
36720	83
39540	158
37440	113
43620	147
54300	85
43500	9
